epoch,step,train_loss_epoch,train_loss_step,val_loss,val_mse,val_pearson
0,0,,,7680.44873046875,3429749.0,0.05345708876848221
0,49,,3636.427734375,,,
0,99,,881.4725341796875,,,
0,149,,641.768310546875,,,
0,199,,541.9592895507812,,,
0,249,,420.20745849609375,,,
0,299,,843.8631591796875,,,
0,349,,765.18408203125,,,
0,374,,,793.58251953125,2218332.25,0.0842677429318428
0,374,6216049259184128.0,,,,
1,399,,1158.8306884765625,,,
1,449,,749.1482543945312,,,
1,499,,645.6776123046875,,,
1,549,,615.7472534179688,,,
1,599,,921.9728393554688,,,
1,649,,928.066650390625,,,
1,699,,1697.625244140625,,,
1,749,,1232.7872314453125,,,
1,749,,,825.0198364257812,2269913.0,0.08843513578176498
1,749,860.9710693359375,,,,
2,799,,1272.107421875,,,
2,849,,1145.4058837890625,,,
2,899,,1471.236572265625,,,
2,949,,877.0147705078125,,,
2,999,,652.83544921875,,,
2,1049,,836.3375244140625,,,
2,1099,,662.2554931640625,,,
2,1124,,,860.3704223632812,2418407.5,0.09123123437166214
2,1124,870.6409912109375,,,,
3,1149,,681.2618408203125,,,
3,1199,,821.7783203125,,,
3,1249,,711.3323974609375,,,
3,1299,,1612.2847900390625,,,
3,1349,,1491.35546875,,,
3,1399,,800.7120361328125,,,
3,1449,,1729.91845703125,,,
3,1499,,979.2802124023438,,,
3,1499,,,880.0348510742188,2353046.75,0.09441511332988739
3,1499,873.1354370117188,,,,
4,1549,,535.0284423828125,,,
4,1599,,735.9828491210938,,,
4,1649,,1975.87109375,,,
4,1699,,580.13330078125,,,
4,1749,,1099.804931640625,,,
4,1799,,878.316162109375,,,
4,1849,,482.05438232421875,,,
4,1874,,,775.8674926757812,2177595.0,0.09515301883220673
4,1874,863.572998046875,,,,
5,1899,,796.4268798828125,,,
5,1949,,723.0712280273438,,,
5,1999,,810.810302734375,,,
5,2049,,1360.876220703125,,,
5,2099,,1273.609619140625,,,
5,2149,,826.4094848632812,,,
5,2199,,1436.546875,,,
5,2249,,1109.7449951171875,,,
5,2249,,,832.2294311523438,2335953.5,0.09718846529722214
5,2249,874.8013305664062,,,,
6,2299,,725.2199096679688,,,
6,2349,,802.5,,,
6,2399,,770.091796875,,,
6,2449,,1609.5736083984375,,,
6,2499,,973.1177368164062,,,
6,2549,,987.7978515625,,,
6,2599,,872.5930786132812,,,
6,2624,,,831.864013671875,2335905.75,0.10015667229890823
6,2624,871.7794799804688,,,,
7,2649,,676.0238037109375,,,
7,2699,,1111.2247314453125,,,
7,2749,,802.499267578125,,,
7,2799,,678.817138671875,,,
7,2849,,1154.395751953125,,,
7,2899,,638.9332275390625,,,
7,2949,,1906.948974609375,,,
7,2999,,1325.7470703125,,,
7,2999,,,781.2359008789062,2192070.25,0.1039593294262886
7,2999,874.7675170898438,,,,
8,3049,,824.5281982421875,,,
8,3099,,1109.3165283203125,,,
8,3149,,896.6129150390625,,,
8,3199,,831.01513671875,,,
8,3249,,580.2078857421875,,,
8,3299,,529.9494018554688,,,
8,3349,,946.8719482421875,,,
8,3374,,,893.2595825195312,2542686.5,0.10520670562982559
8,3374,863.1757202148438,,,,
9,3399,,876.1898193359375,,,
9,3449,,569.6563720703125,,,
9,3499,,975.1509399414062,,,
9,3549,,828.8731689453125,,,
9,3599,,628.3511962890625,,,
9,3649,,953.3123779296875,,,
9,3699,,1116.582763671875,,,
9,3749,,624.9144287109375,,,
9,3749,,,774.39111328125,2177741.75,0.10442004352807999
9,3749,840.5780029296875,,,,
